Stadt;Ortsteil;Straße;Zone;Härtegrad;Natrium;Kalium;Calcium;Magnesium;Chlorid;Nitrat;Sulfat;Anmerkungen;Jahresmittelwerte;Quelle
Offenau;;;;12,9;16,1;2,2;68,8;14,1;30,7;13,9;48,5;;2014;Mischwasser
Pfaffenhofen;;;;;;;;;;;;angefragt;;
Roigheim;;;;;;;;;;;;angefragt;;
Schwaigern;;;;21,56;;;;;;19;;2mal angefragt;;
Siegelsbach;;;;12,1;17,9;2,5;67,2;11,8;30,5;14,4;47,9;;2014;Mischwasser
Siegelsbach;;;;12,1;17,9;2,5;67,2;11,8;30,5;14,4;47,9;;2014;Mischwasser
Talheim;;;;9;5,2;1,4;48;8;7;4,2;34;;2012;100 % Bodenseewasser
Untereisesheim;;;; 15;5,9;1,4 ;84;17 ;15;18 ;35;;2013;100 % Bodenseewasser
Untergruppenbach;Donnbronn;;;9,2;;;;;;6;;;2013;Hochbehälter Egelsee, Reines Bodenseewasser
Untergruppenbach;Obergruppenbach;;;15,8;7,5;2;83;18;18;15;65;;;
Untergruppenbach;Oberheinriet;;;15,5;;;;;;7,8;;;2013;Hochbehälter Unterheinriet, Mischwasser aus Bodenseewasser und Quellwasser der Heumadenquelle
Untergruppenbach;Untergruppenbach;;;14,9;5,3;1,6;80;17;16;13;52;;;
Untergruppenbach;Unterheinriet;;;15,5;;;;;;7,8;;;2013;Hochbehälter Unterheinriet, Mischwasser aus Bodenseewasser und Quellwasser der Heumadenquelle
Untergruppenbach;Vorhof;;;14,6;;;;;;11;;;2013;Pumpwerk Vorhof, Quellwasser aus der Heumadenquelle
Weinsberg;Grantschen;;;'8,5-9;'5-6;'1-2;'48-52;'7-9;'8-9;'5-7;'32;;2013;Bodenseewasser
Weinsberg;;;;8,5-9;'5-6;'1-2;48-52;'7-9;'8-9;'5-7;32;;2010;Bodenseewasser
Widdern;;;;;;;;;;;;angefragt;;
Wüstenrot;;;;;;;;;;;;angefragt;;
Zaberfeld;Michelbach;;;9;;;;;;;;;;
Zaberfeld;Ochsenburg;;;21,1;;;;;;;;;;
Zaberfeld;Zaberfeld;Alle anderen Str.;Zone 2;9,3;;;;;;;;;;
Zaberfeld;Zaberfeld;Am Spitzenberg;Zone 1;19,1;;;;;;;;;;
Zaberfeld;Zaberfeld;Bahnhofstraße;Zone 1;19,1;;;;;;;;;;
Zaberfeld;Zaberfeld;Hauptstraße;Zone 1;19,1;;;;;;;;;;
Zaberfeld;Zaberfeld;Leonbronner Straße;Zone 1;19,1;;;;;;;;;;
Zaberfeld;Zaberfeld;Sonnengasse;Zone 1;19,1;;;;;;;;;;
Heilbronn;;Aachener Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Achtungstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Adelberger Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Adenauerplatz;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Adlerstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Adolf-Alter Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Adolf-Grimme-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Äußere Mausklinge;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Äußerer Pfühl;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Äußerer Steinweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Äußerer Wolfsgraben;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Agnese-Schebest-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Ahornweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Aiblinger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Akazienweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Albertistraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Albert-Schäffler-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Albert-Schweitzer-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Albert-Wagner-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Alemannenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Alexanderstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Alexander-Baumann-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Alfred-Finkbeiner-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Alfred-Minner-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Allee;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Allensteiner Weg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Allerheiligenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Allmendweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Almosengartenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Alter Hochweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Alter Mühlweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Alter Rathausweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Altnachtstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Am Förstle;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Am Gesundbrunnen;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Am Hohrain;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Am Kieselmarkt;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Am Klingenbach;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Am langen Markstein;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Am Melchiorsgraben;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Am Mühlpfädle;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Am Ratsplatz;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Am Rotbach;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Am Salzwerkplatz;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Am Seelesberg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Am Sülmertor;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Am Teuerbrünnle;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Am Viehweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Am Wasserturm;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Am Wilhelmskanal;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Am Wollhaus;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Ammernweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Amselweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Amsterdamer Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Andersenstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;An der Ziegelhütte;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Anemonenweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Anna-Collmer-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Annalindestraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Ansbacher Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Anton-Bühler-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Armsündersteige;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Arndtstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Arnoldstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Asperger Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Asternweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Attichäckerstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Auerbachstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Auf dem Bau;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Auf der Schanz;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Augustenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;August-Häußer-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;August-Hornung-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;August-Lämmle-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;August-Mogler-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;August-Rücker-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;August-Schreiber-Weg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;August-Wankmiller-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Auhang;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Austraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Bachstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Backhausplatz;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Backhausstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Badener Hof;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Badener Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Badstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Bahnhofstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Baltenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Balthasar-Wolff-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Bamberger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Bauernpfadstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Bauernstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Bauleuteweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Bebelstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Bechtstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Beethovenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Behringstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Bensheimer Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Benzstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Bergstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Berliner Platz;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Bernhäusle;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Bert-Brecht-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Berwanger Weg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Besigheimer Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Beutingerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Béziersstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Biberacher Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Bibersteige;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Biedermanngasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Bietigheimer Staße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Binderweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Binswanger Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Birkenhof;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Bismarckstraße Nr.1-35;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Bismarckstraße ab Nr. 36 und 39;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Bleichstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Blücherstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Blütenweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Blumenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Blumhardtstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Bodelschwinghstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Bodenstedtstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Böckinger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Böcklerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Böcklinstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Böllinger Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Bönnigheimer Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Bohnenbergerstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Bolzstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Bonfelder Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Bornweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Borsigstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Bottwarbahnstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Brackenheimer Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Brahmsstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Brahmsstraße Nr.2,4,6,8,10,12;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Brechhausstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Breite;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Breitenloch;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Breslauer Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Brögerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Bruchsaler Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Bruckmannstraße Nr.1-23;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Bruckmannstraße ab Nr. 24;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Brucknerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Brückenstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Brücklespfad;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Brüggemannstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Brünnlesstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Bruhweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Brunnenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Buchener Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Buchenhof;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Bundschuhstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Bunsenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Burenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Burgmal;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Burgstallstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Burgundenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Bussardstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Cäcilienbrunnen;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Cäcilienbrunnenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Cäcilienstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Carl-Zeiss-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Charlottenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Christian-Leichtle-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Christophplatz;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Christophstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Claudiusweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Cleebronner Weg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Clußstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Cronbergstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Damaschkestraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Dammstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Danziger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Daucherweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;David-Friedrich-Strauß-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Defreggerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Deinenbachstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Derfflingerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Deutschhofstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Deutschordenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Deutschritterstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Diedenhofer Weg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Dieselstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Dinkelsbühler Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Distelfinkweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Dittmarstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Dobrudschastraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Dörnlesstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Dorfgraben;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Dorfplatz;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Dr.-Hoffmann-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Drosselweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Drosteweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Dühringstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Dürerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Eberbacher Weg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Eberhard-Gmelin-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Eberlinstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Eberstädter Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Eckenerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Eckweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Edisonstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Eduard-Bader-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Eduard-Hilger-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Ehrlichstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Eibenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Eichelberger Weg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Eichendorffstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Eichenhof;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Eichgasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Eichhäuser Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Eigenheimstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Einsteinstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Eisenbahnstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Eisvogelweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Elbinger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Elisabethenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Elise-Heß-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Ellwanger Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Elsternweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Endgasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Enge Gasse;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Entenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Eppinger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Erhardgasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Erhard-Schnepf-Gasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Erlachweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Erlenbacher Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Erlenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Ernst-Abbe-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Ernst-Bader-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Ernst-Amme-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Ernst-Jäckh-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Ernst-Wecker-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Erwim-Bannhäuser-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Erwin-Habold-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Eschenbachstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Eschenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Etzelstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Eugen-Nägele-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Eulenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Europaplatz;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Eythstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Faißtstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Falkenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Falltorstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Falter;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Falterhecklesweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Falterstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Falterweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Fasanenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Felix-Wankel-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Felsenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Ferdinand-Braun-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Feuerbacherweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Feurerstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
