Stadt;Ortsteil;Straße;Zone;Härtegrad;Natrium;Kalium;Calcium;Magnesium;Chlorid;Nitrat;Sulfat;Anmerkungen;Jahresmittelwerte;Quelle
Heilbronn;;Kelteräckerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Keltergasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kelterweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Keplerstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kernerstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kiliansplatz;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kilianstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kindsberg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kirchbergstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kirchbrunnenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kirchgäßle;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kirchgasse;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kirchhausener Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kirchhöfle;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kirchsteige;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kirchstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kirschengartenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kittlerstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Klarastraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kleingartacher Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kleiststraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Klettstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Klingenberger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Klingenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Klopstockstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Klostergasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kneippweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Knoblochstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Knollensteige;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Knorrstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Kocherstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Köhlstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Kölner Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Königsberger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Koepffstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kollwitzstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kolpingstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Konradweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kopernikusweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kornacherstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kornblumenweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Kraemerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Kraichgauplatz;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kramstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kranenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Krautgartenweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kreuzäckerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Kreuzenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Krugstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Krumme Steige;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Krumme Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Krummlandstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kübelstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Kunzestraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Kurt-Schumacher-Platz;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Kurze Gasse;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Kurze Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Lachmannstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Lämlinstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Länderlesstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Längelter;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Längelterstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Lammgasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Landturmstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Landwehr;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Landwehrstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Langer Rain;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Latzeläckerweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Lauerweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Lauffener Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Lauterbachweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Lehmhaldenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Leiblstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Leibnitzstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Leinbachstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Leingartener Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Leintalstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Leisbrunnenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Lenaustraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Lenbachweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Lenzweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Leonhard-Frank-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Leonhardstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Lerchenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Lerchenstraße ab Nr. 54;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Lessingstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Letten;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Lichtenbergerstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Liebermannstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Liebigstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Liederkranzstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Lilienthalstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Lilienweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Limesstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Lindenhof;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Lindenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Linkstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Linsenbuckel;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Lise-Meitner-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Liststraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Lixstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Lochingerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Löwensteiner Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Lohtorstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Lortzingstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Lothringer Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Louis-Hentges-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Ludwig-Essinger-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Ludwid-Pfau-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Ludwig-Richter-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Ludwig-Wunderlich-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Ludwigsburger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Ludwigstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Lückenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Luisenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Lukas-Cranach-Weg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Lutzstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Maasstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Maienfelser Weg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Maihaldenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Mainhardter Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Mainzer Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Mandrystraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Mannheimer Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Marburger Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Marderweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Marienburger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Markgraf-Ludwig-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Marktplatz;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Martin-Luther-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Martin-Niemöller-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Massenbacher Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Mathias-Erzberger-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Mauerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Maulbronner Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Mauserstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Maustalstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Max-Planck-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Max-Reger-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Max-von-Laue-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Maybachstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Meisenhalde;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Meisenweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Melanchthonweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Melli-Beese-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Memeler Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Menzelstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Mergenthalerstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Merianstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Merkurstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Mertzweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Mettelbachstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Metzer Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Metzgergasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Michael-Vehe-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Michael-Vehe-Straße ab Nr. 17;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Michelsbergstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Millerstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Mittelstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Mittlerer Weg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Mittnachtstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Mönchseestraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Mörikestraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Möwenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Moltkestraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Moosbruggerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Mosbacher Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Mosergasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Mozartstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Mühläckerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Mühlbachstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Mühlberg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Mühlbergstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Mühle;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Mühlgasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Mühlrainstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Mühlstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Münchener Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Münzerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Münzingstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Mundelsheimer Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Nachtigallenweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Nägelingasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Narzissenweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Neckargartacher Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Neckarhalde;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Neckarsulmer Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Neckartalstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Neipperger Höhe;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Neipperger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Nelkenweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Neue Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Neuböllinger Hof;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Neuwiesenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Nickelstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Niederhofener Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Nördlinger Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Nordbergstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Nordheimer Weg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Nordstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Nürnberger Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Nußäckerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Obere Kanalstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Obere Neckarstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Oberes Wehr;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Obereisesheimer Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Ochsenbrunnenstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Ödenburger Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Öhringer Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Östlicher Bretterweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Ohmstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Olgastraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Orffstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Orthstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Oststraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Oststraße Nr. 20 und 24;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Otto-Hahn-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Otto-Kirchheimer-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Otto-Wels-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Palmstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Panoramastraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Panoramaweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Pappelweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Paracelsusstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Parkstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Parkweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Pater-Kolbe-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Paul-Gerhardt-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Paul-Göbel-Straße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Paulinenstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Paul-Weitbrecht-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Pestalozzistraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Pfaffenhofener Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Pfaffenstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Pfalzstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Pfarrgasse;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Pfizerstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Pforzheimer Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Pfühlstraße ab Nr 52+57;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Pfühlstraße bis Nr 50+55;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Pfützäckerweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Philipp-Hagner-Straße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Pilgramstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Pirolweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Platanenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Platenweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Port-Talbot-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Poststraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Primelweg;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Planstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Quellenstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Querschulgasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Querstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Raabeweg;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Raffeltersteige;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Raidweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Raiffeisenstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Rainlesstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Rampachertal;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Rappengasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Rathausgasse;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Rathausstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Rathenauplatz;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Rauchstraße;14-18;14-18;6-12;1-3;80-92;14-20;20-25;18-22;37-57;;;
Heilbronn;;Reiherweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Reinbotstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Reinerstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Reinhold-Fyrnys-Straße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Reisacher Weg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Renzweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Rethelstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Reußweg;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Reutlinger Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Richard-Becker-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Richard-Wagner-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Rieckherstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Riedstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Riedweg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Riegrafstraße;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Rieslingstraße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Rilkestraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Ringstraße;10;10;6-7;1-2;55-60;11-12;9-10;8-9;91-92;;;
Heilbronn;;Robert-Bosch-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Robert-Koch-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Robert-Mayer-Straße;9;9;5-6;1-2;48-52;7-9;8-9;5-7;32;;;
Heilbronn;;Robert-Stolz-Weg;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Römerhof;14;14;7;2;70;17;16;13;35;;;
Heilbronn;;Römerpfad;14;14;7;2;70;17;16;13;35;;;
